location,lat,lon,requested_dt_utc,observed_dt_utc,observed_dt_local,timezone,timezone_offset_seconds,sunrise_utc,sunrise_local,sunset_utc,sunset_local,temp,feels_like,pressure,humidity,dew_point,clouds,uvi,visibility,wind_speed,wind_gust,wind_deg,weather_id,weather_main,weather_description,rain_1h_mm,snow_1h_mm
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,2025-09-30T20:00:00-04:00,America/New_York,-14400,2025-09-30T11:19:18+00:00,2025-09-30T07:19:18-04:00,2025-09-30T23:13:10+00:00,2025-09-30T19:13:10-04:00,25.13,25.81,1011,81,21.64,40,,10000,8.23,12.35,20,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T01:00:00+00:00,2025-10-01T01:00:00+00:00,2025-09-30T21:00:00-04:00,America/New_York,-14400,2025-09-30T11:19:18+00:00,2025-09-30T07:19:18-04:00,2025-09-30T23:13:10+00:00,2025-09-30T19:13:10-04:00,24.54,25.22,1011,83,21.46,40,,10000,5.66,,10,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T02:00:00+00:00,2025-10-01T02:00:00+00:00,2025-09-30T22:00:00-04:00,America/New_York,-14400,2025-09-30T11:19:18+00:00,2025-09-30T07:19:18-04:00,2025-09-30T23:13:10+00:00,2025-09-30T19:13:10-04:00,24.35,25.03,1012,84,21.47,100,,10000,7.2,,360,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T03:00:00+00:00,2025-10-01T03:00:00+00:00,2025-09-30T23:00:00-04:00,America/New_York,-14400,2025-09-30T11:19:18+00:00,2025-09-30T07:19:18-04:00,2025-09-30T23:13:10+00:00,2025-09-30T19:13:10-04:00,23.84,24.5,1012,85,21.17,75,,10000,6.69,,10,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T04:00:00+00:00,2025-10-01T04:00:00+00:00,2025-10-01T00:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,23.31,23.94,1012,86,20.84,20,,10000,6.69,,10,801,Clouds,few clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T05:00:00+00:00,2025-10-01T05:00:00+00:00,2025-10-01T01:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,22.77,23.37,1011,87,20.49,75,,10000,6.17,,10,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T06:00:00+00:00,2025-10-01T06:00:00+00:00,2025-10-01T02:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,22.21,22.81,1011,89,20.31,40,,10000,5.66,,360,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T07:00:00+00:00,2025-10-01T07:00:00+00:00,2025-10-01T03:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,21.84,22.43,1011,90,20.13,20,,10000,4.63,,340,801,Clouds,few clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T08:00:00+00:00,2025-10-01T08:00:00+00:00,2025-10-01T04:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,21.41,21.96,1011,90,19.7,40,,10000,4.63,,340,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T09:00:00+00:00,2025-10-01T09:00:00+00:00,2025-10-01T05:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,21.17,21.72,1012,91,19.64,40,,10000,4.63,,340,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T10:00:00+00:00,2025-10-01T10:00:00+00:00,2025-10-01T06:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,20.9,21.4,1012,90,19.2,0,,10000,6.17,,350,800,Clear,clear sky,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T11:00:00+00:00,2025-10-01T11:00:00+00:00,2025-10-01T07:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,20.81,21.3,1013,90,19.11,40,,10000,5.66,,360,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T12:00:00+00:00,2025-10-01T12:00:00+00:00,2025-10-01T08:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,20.92,21.39,1013,89,19.04,40,,10000,5.66,,350,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T13:00:00+00:00,2025-10-01T13:00:00+00:00,2025-10-01T09:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,21.9,22.42,1014,87,19.64,40,,10000,5.14,,10,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T14:00:00+00:00,2025-10-01T14:00:00+00:00,2025-10-01T10:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,23.48,24.02,1014,82,20.23,20,,10000,3.6,,360,801,Clouds,few clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T15:00:00+00:00,2025-10-01T15:00:00+00:00,2025-10-01T11:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.05,25.7,1014,80,21.36,75,,10000,5.66,,10,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T16:00:00+00:00,2025-10-01T16:00:00+00:00,2025-10-01T12:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.39,26,1015,77,21.06,75,,10000,4.63,,30,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T17:00:00+00:00,2025-10-01T17:00:00+00:00,2025-10-01T13:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,26.14,26.14,1014,75,21.36,75,,10000,5.14,,20,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T18:00:00+00:00,2025-10-01T18:00:00+00:00,2025-10-01T14:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,26.25,26.25,1014,74,21.25,75,,10000,5.66,,20,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T19:00:00+00:00,2025-10-01T19:00:00+00:00,2025-10-01T15:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.63,26.23,1014,76,21.08,100,,10000,6.69,,30,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,2025-10-01T16:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.82,26.39,1014,74,20.83,100,,10000,7.2,,30,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T21:00:00+00:00,2025-10-01T21:00:00+00:00,2025-10-01T17:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.71,26.24,1014,73,20.51,40,,10000,7.2,,40,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T22:00:00+00:00,2025-10-01T22:00:00+00:00,2025-10-01T18:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.14,25.69,1015,76,20.61,40,,10000,6.69,,50,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-01T23:00:00+00:00,2025-10-01T23:00:00+00:00,2025-10-01T19:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,24.62,25.17,1015,78,20.53,40,,10000,7.72,,30,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,2025-10-01T20:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,24.13,24.69,1016,80,20.46,75,,10000,6.69,,30,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T01:00:00+00:00,2025-10-02T01:00:00+00:00,2025-10-01T21:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,24.08,24.68,1016,82,20.82,20,,10000,8.75,,40,801,Clouds,few clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T02:00:00+00:00,2025-10-02T02:00:00+00:00,2025-10-01T22:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,24.34,25.02,1017,84,21.46,100,,10000,9.77,,50,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T03:00:00+00:00,2025-10-02T03:00:00+00:00,2025-10-01T23:00:00-04:00,America/New_York,-14400,2025-10-01T11:19:53+00:00,2025-10-01T07:19:53-04:00,2025-10-01T23:11:55+00:00,2025-10-01T19:11:55-04:00,25.11,25.82,1017,82,21.82,100,,10000,10.29,,50,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T04:00:00+00:00,2025-10-02T04:00:00+00:00,2025-10-02T00:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.48,26.12,1018,78,21.36,100,,10000,11.32,14.92,60,500,Rain,light rain,0.11,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T05:00:00+00:00,2025-10-02T05:00:00+00:00,2025-10-02T01:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.19,25.83,1017,79,21.29,100,,10000,11.83,16.46,60,500,Rain,light rain,0.11,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T06:00:00+00:00,2025-10-02T06:00:00+00:00,2025-10-02T02:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.18,25.71,1017,75,20.43,100,,10000,11.32,14.92,60,500,Rain,light rain,0.14,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T07:00:00+00:00,2025-10-02T07:00:00+00:00,2025-10-02T03:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.15,25.71,1017,76,20.62,100,,10000,10.8,,70,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T08:00:00+00:00,2025-10-02T08:00:00+00:00,2025-10-02T04:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.17,25.67,1017,74,20.21,100,,10000,10.29,13.89,70,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T09:00:00+00:00,2025-10-02T09:00:00+00:00,2025-10-02T05:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.07,25.56,1017,74,20.11,100,,10000,10.8,15.43,60,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T10:00:00+00:00,2025-10-02T10:00:00+00:00,2025-10-02T06:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,24.96,25.42,1018,73,19.79,100,,10000,10.8,15.43,60,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T11:00:00+00:00,2025-10-02T11:00:00+00:00,2025-10-02T07:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,24.9,25.33,1018,72,19.51,100,,10000,10.8,15.43,60,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T12:00:00+00:00,2025-10-02T12:00:00+00:00,2025-10-02T08:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,24.58,25,1019,73,19.42,40,,10000,9.77,13.89,50,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T13:00:00+00:00,2025-10-02T13:00:00+00:00,2025-10-02T09:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.15,25.65,1020,74,20.19,40,,10000,8.75,13.89,50,500,Rain,light rain,0.13,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T14:00:00+00:00,2025-10-02T14:00:00+00:00,2025-10-02T10:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.56,26.05,1020,72,20.14,75,,10000,10.8,,50,500,Rain,light rain,0.15,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T15:00:00+00:00,2025-10-02T15:00:00+00:00,2025-10-02T11:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,26.77,28.47,1021,70,20.84,75,,10000,11.32,,50,500,Rain,light rain,0.23,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T16:00:00+00:00,2025-10-02T16:00:00+00:00,2025-10-02T12:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,26.24,26.24,1021,75,21.46,75,,10000,10.29,13.38,40,500,Rain,light rain,0.21,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T17:00:00+00:00,2025-10-02T17:00:00+00:00,2025-10-02T13:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.81,26.46,1020,77,21.47,100,,10000,9.77,15.43,20,500,Rain,light rain,0.14,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T18:00:00+00:00,2025-10-02T18:00:00+00:00,2025-10-02T14:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,25.16,25.79,1020,79,21.26,100,,10000,11.32,15.95,30,500,Rain,light rain,0.11,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T19:00:00+00:00,2025-10-02T19:00:00+00:00,2025-10-02T15:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,24.91,25.62,1020,83,21.82,100,,10000,9.77,12.86,30,500,Rain,light rain,0.31,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T20:00:00+00:00,2025-10-02T20:00:00+00:00,2025-10-02T16:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,24.94,25.63,1020,82,21.65,100,,10000,8.75,12.35,30,500,Rain,light rain,0.13,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T21:00:00+00:00,2025-10-02T21:00:00+00:00,2025-10-02T17:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,22.91,23.68,1020,93,21.72,100,,10000,9.26,12.35,30,501,Rain,moderate rain,1.53,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T22:00:00+00:00,2025-10-02T22:00:00+00:00,2025-10-02T18:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,22.93,23.68,1020,92,21.56,100,,10000,4.63,9.26,30,500,Rain,light rain,0.16,
"Jacksonville, FL",30.3501,-81.6035,2025-10-02T23:00:00+00:00,2025-10-02T23:00:00+00:00,2025-10-02T19:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,22.94,23.59,1020,88,20.85,100,,10000,10.8,14.4,40,500,Rain,light rain,0.16,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,2025-10-02T20:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,23.29,23.97,1020,88,21.19,100,,10000,10.29,14.4,40,500,Rain,light rain,0.35,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T01:00:00+00:00,2025-10-03T01:00:00+00:00,2025-10-02T21:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,22.96,23.58,1020,87,20.68,100,,10000,8.75,11.83,40,500,Rain,light rain,0.33,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T02:00:00+00:00,2025-10-03T02:00:00+00:00,2025-10-02T22:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,22.33,22.94,1021,89,20.43,100,,10000,4.12,9.26,100,502,Rain,heavy intensity rain,0.19,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T03:00:00+00:00,2025-10-03T03:00:00+00:00,2025-10-02T23:00:00-04:00,America/New_York,-14400,2025-10-02T11:20:28+00:00,2025-10-02T07:20:28-04:00,2025-10-02T23:10:41+00:00,2025-10-02T19:10:41-04:00,23.51,24.29,1021,91,21.96,100,,10000,9.26,12.35,30,804,Clouds,overcast clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T04:00:00+00:00,2025-10-03T04:00:00+00:00,2025-10-03T00:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,22.86,23.6,1021,92,21.49,75,,10000,7.2,13.89,30,500,Rain,light rain,0.51,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T05:00:00+00:00,2025-10-03T05:00:00+00:00,2025-10-03T01:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,22.75,23.51,1021,93,21.56,40,,10000,6.17,,20,500,Rain,light rain,0.16,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T06:00:00+00:00,2025-10-03T06:00:00+00:00,2025-10-03T02:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,22.3,22.99,1020,92,20.94,100,,10000,5.66,,20,500,Rain,light rain,0.42,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T07:00:00+00:00,2025-10-03T07:00:00+00:00,2025-10-03T03:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,21.88,22.5,1020,91,20.34,100,,10000,5.66,,360,500,Rain,light rain,0.18,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T08:00:00+00:00,2025-10-03T08:00:00+00:00,2025-10-03T04:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,22.53,23.19,1019,90,20.81,75,,10000,4.63,8.75,30,501,Rain,moderate rain,2.29,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T09:00:00+00:00,2025-10-03T09:00:00+00:00,2025-10-03T05:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,22.13,22.72,1019,89,20.23,75,,10000,4.12,,20,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T10:00:00+00:00,2025-10-03T10:00:00+00:00,2025-10-03T06:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,23.05,23.55,1019,82,19.81,75,,10000,5.14,10.8,60,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T11:00:00+00:00,2025-10-03T11:00:00+00:00,2025-10-03T07:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,23.38,23.99,1019,85,20.71,75,,10000,5.14,,60,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T12:00:00+00:00,2025-10-03T12:00:00+00:00,2025-10-03T08:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,23.42,24.04,1020,85,20.75,75,,10000,7.2,,10,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T13:00:00+00:00,2025-10-03T13:00:00+00:00,2025-10-03T09:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,23.76,24.38,1020,84,20.89,40,,10000,6.17,,70,501,Rain,moderate rain,1.66,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T14:00:00+00:00,2025-10-03T14:00:00+00:00,2025-10-03T10:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,24.17,24.86,1021,85,21.49,40,,10000,8.23,,90,802,Clouds,scattered clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T15:00:00+00:00,2025-10-03T15:00:00+00:00,2025-10-03T11:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,27.54,29.69,1021,69,21.34,75,,10000,8.23,,80,500,Rain,light rain,0.1,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T16:00:00+00:00,2025-10-03T16:00:00+00:00,2025-10-03T12:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,26.46,26.46,1021,71,20.78,20,,10000,8.23,11.83,80,500,Rain,light rain,0.12,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T17:00:00+00:00,2025-10-03T17:00:00+00:00,2025-10-03T13:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,26.47,26.47,1020,79,22.53,75,,10000,10.8,14.92,30,500,Rain,light rain,0.12,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T18:00:00+00:00,2025-10-03T18:00:00+00:00,2025-10-03T14:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,26.61,26.61,1020,78,22.46,75,,10000,11.83,14.92,30,803,Clouds,broken clouds,,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T19:00:00+00:00,2025-10-03T19:00:00+00:00,2025-10-03T15:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,26.3,26.3,1019,77,21.95,75,,10000,10.8,14.92,30,500,Rain,light rain,0.28,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T20:00:00+00:00,2025-10-03T20:00:00+00:00,2025-10-03T16:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,26.09,26.09,1019,79,22.16,75,,10000,10.29,,20,500,Rain,light rain,0.18,
"Jacksonville, FL",30.3501,-81.6035,2025-10-03T21:00:00+00:00,2025-10-03T21:00:00+00:00,2025-10-03T17:00:00-04:00,America/New_York,-14400,2025-10-03T11:21:03+00:00,2025-10-03T07:21:03-04:00,2025-10-03T23:09:27+00:00,2025-10-03T19:09:27-04:00,25.43,26.17,1019,82,22.13,75,,10000,11.83,16.46,40,803,Clouds,broken clouds,,
